uid,gender
110850,1
131566,0
47218,0
23076,1
19403,1
120831,0
83236,0
37191,0
87469,0
7937,0
33377,0
39618,0
46138,0
51601,1
18758,0
103224,0
118252,0
102532,0
8092,0
127774,1
103344,1
37622,0
15150,1
35988,0
120063,0
44872,1
71572,0
87010,1
40180,1
94991,2
45274,0
108471,0
131154,1
107244,0
87008,0
128019,0
48530,2
92899,0
18060,0
12398,1
11723,0
115769,0
26970,1
77812,0
104280,1
39961,0
40042,2
74000,0
114331,2
20802,0
50489,1
116269,0
51424,0
102684,0
54463,1
73387,0
27162,0
28004,0
332,1
20164,2
58181,0
25635,0
65625,0
23474,0
123188,1
18124,1
3590,0
111628,1
63870,0
15032,1
30794,0
5295,2
61893,1
77749,0
66672,1
14949,0
129596,0
82256,0
52859,1
74444,0
82804,0
41527,1
121299,1
47841,1
11054,1
88615,0
110358,0
117893,0
128390,0
93605,0
102706,0
31640,0
93972,0
93917,2
120806,0
92297,0
96603,0
86364,0
88811,0
88233,1
96707,1
19014,0
117671,1
70529,0
99535,0
48310,0
89604,0
71880,0
58692,2
51703,0
13870,0
107776,2
33889,0
24326,0
126151,1
11760,0
117803,0
119726,0
61253,0
80423,2
15327,0
47342,0
62275,0
47226,0
33178,2
7324,1
90581,0
119784,1
10022,0
106995,2
66360,0
87316,0
102914,0
60105,0
10398,0
3702,0
28633,0
116531,2
126657,0
61407,0
76570,0
77567,0
93801,2
93461,0
55694,0
54247,0
44520,0
47878,0
58874,2
116041,0
5791,0
84630,0
85494,0
101258,1
89813,0
112495,0
73868,0
70101,0
38335,0
39838,0
112121,0
36752,1
27039,0
70428,0
1516,1
39063,2
30483,0
31133,0
112270,0
94625,0
104365,1
11259,1
13743,0
125727,0
25920,1
128008,2
21861,0
13425,0
71480,0
111949,0
123072,0
15513,1
80037,0
104796,0
44626,0
71436,0
127805,0
48228,2
76638,0
72146,1
50941,0
124859,0
63326,0
100449,0
125805,0
89193,0
25764,0
52756,0
73164,1
76510,2
76596,2
85290,0
25438,0
45393,0
61699,1
29997,0
109052,0
2023,1
93526,0
124447,1
129439,0
131156,0
97695,1
64130,0
111415,0
110196,2
75399,1
37730,1
87073,0
38388,2
125050,1
14787,0
115475,0
81158,2
20780,0
124148,0
108840,1
114232,0
10031,0
6097,0
10281,0
109167,1
37091,0
120197,0
82713,0
20440,2
111619,0
68414,0
106258,1
117854,0
3298,2
129638,0
14076,0
5855,1
121693,0
47280,0
70224,2
73274,0
50011,0
110819,0
9155,0
124690,0
21182,0
30525,0
87628,0
9797,0
124297,1
69634,0
27318,1
29744,0
44723,1
112478,0
107528,0
6494,1
121779,1
94565,0
30482,2
86310,2
12525,2
115948,0
80457,0
125401,0
58398,0
58355,0
75141,0
87570,0
86822,0
69685,0
42833,0
9308,1
14879,0
129550,0
93467,0
121704,1
124099,0
92109,2
118263,1
12734,0
74750,0
60843,2
97438,2
123799,1
117392,0
53612,0
53419,0
21836,0
107151,0
126786,2
39867,0
120426,2
23205,1
119523,1
58916,0
50964,2
23657,0
24735,0
58463,0
63301,1
67666,0
128648,0
131670,0
3512,0
29178,0
44442,0
58947,0
53096,1
44455,0
78902,0
49832,1
35960,0
45138,0
88155,0
85737,0
25339,0
31993,0
97952,0
61644,0
14770,0
63023,0
54452,0
52958,2
74078,0
112419,2
27838,0
82977,0
85283,1
12142,0
112209,1
49140,1
21429,0
52114,2
8048,0
10686,0
3848,0
55446,0
128636,0
97040,0
111231,0
48214,0
99968,0
108367,1
110153,0
124511,0
33316,1
57959,0
11685,2
102032,0
97243,0
19692,0
49819,0
107172,0
124861,0
77179,0
9817,0
57395,2
52151,0
102290,0
87668,0
39864,0
18848,0
89597,0
2124,0
52535,0
8566,0
61757,0
39914,2
37197,0
116920,0
117824,0
58752,0
53507,1
58590,0
106321,0
111653,0
101710,0
35216,1
64808,0
113459,0
54941,0
24857,0
103329,0
42686,0
103827,0
39429,0
1703,0
60183,0
38141,0
50900,0
7897,1
35219,1
70952,0
47314,0
39771,0
104942,0
105903,0
38236,1
116338,1
6801,1
55910,0
26487,0
124943,1
96736,0
44330,0
63292,0
10501,1
57604,0
69264,1
113045,0
96218,0
36812,0
2755,1
48258,0
98141,0
119212,1
40961,0
72746,2
55852,2
100327,0
9537,1
3661,0
124108,2
98906,1
113171,0
94637,2
21515,1
103262,2
94909,1
126207,0
26856,0
62385,2
60224,2
108658,0
68339,0
10194,0
40819,1
41965,1
22652,0
31559,0
73614,0
112929,1
492,1
97328,0
94941,1
117226,2
7388,0
43177,0
47554,0
16497,0
8858,0
15686,2
41807,0
33940,2
103957,1
123403,1
20730,1
1394,0
117645,0
16460,1
4830,0
43374,0
69190,0
34770,0
91864,0
48689,1
15654,1
28722,0
120615,0
101639,0
53052,0
104411,0
93300,0
2415,1
28771,0
51114,0
3593,0
78681,1
76002,1
59212,0
126675,1
123285,0
19268,0
89713,0
126594,2
64064,0
66496,0
97780,0
44214,0
125144,1
14157,1
7129,0
33692,1
123644,0
123173,2
10263,2
91279,0
8960,0
128400,0
36199,0
68962,1
515,2
23010,0
119205,0
24845,0
107159,0
129140,0
55955,1
68678,0
49284,0
79606,0
91879,1
83357,0
99645,0
100579,2
111695,1
7419,0
52334,0
129909,0
93113,2
109395,0
20099,0
37070,0
52490,0
99631,1
91213,1
30972,0
109099,0
65926,0
8648,0
86290,1
110370,0
112659,0
6092,1
44715,0
41499,0
18693,0
111211,0
4396,0
100320,0
66612,0
6470,0
36892,0
104274,0
32157,1
59423,0
111682,1
692,0
62320,0
96610,2
63902,0
75297,2
56017,0
16853,1
122570,0
103193,0
126081,0
122338,0
30645,0
13311,1
122997,0
36943,0
67752,0
109734,1
31009,0
42763,0
36969,0
67547,0
79908,0
131495,1
13483,0
117664,0
121232,0
76922,0
55082,0
16184,1
98099,0
125477,0
25294,0
120818,0
30381,1
109850,0
1349,1
12410,0
57994,0
93596,0
22534,0
1907,0
77714,2
17987,2
85423,1
37767,0
109298,2
35284,0
38280,0
12694,0
124951,0
105594,0
55429,0
69058,0
1749,2
79146,0
16600,1
65653,0
68302,0
12962,0
92206,0
9708,0
108445,0
29187,1
94126,2
112226,2
130108,0
46114,1
104927,0
63806,0
22816,0
96846,1
109632,2
109183,0
88373,0
39581,0
117448,0
127728,1
1120,0
29333,0
26018,1
44062,0
101089,0
126612,0
38475,0
120648,0
21150,2
19463,0
122099,0
88419,0
54965,0
85000,0
93179,0
54223,0
96340,0
36319,2
27385,2
122432,0
60430,0
126941,0
97011,0
11521,0
100706,1
125263,1
50631,0
17320,0
67167,0
50597,0
32394,2
62635,0
58381,0
123147,0
89519,1
94240,0
53347,1
91413,1
26031,0
1572,0
110281,0
24780,2
78714,0
81840,0
131110,0
1437,0
76953,0
14589,0
118829,2
32505,1
115793,0
126959,0
45828,0
99697,2
61483,0
71010,0
77912,2
123595,0
115453,1
107723,0
12140,0
35927,0
124188,0
50102,0
130417,0
19373,0
29881,0
61789,1
58666,0
11336,0
2513,0
50755,2
29563,1
15743,2
5032,2
36106,0
41910,2
72756,0
67705,1
76196,1
5265,0
52243,0
122718,0
88112,1
55333,2
110680,2
3111,0
14041,0
124756,0
108940,0
40333,0
25488,0
106504,0
91093,0
44590,0
31415,0
20460,0
83890,0
82436,0
59352,1
65431,0
16851,2
123222,0
33427,1
92689,1
18053,0
22109,0
47178,0
43615,0
66228,0
92361,1
62421,0
53822,0
122949,0
89927,0
116389,0
122715,2
42406,1
18506,1
104397,1
102667,2
32445,0
105318,2
112405,0
77898,1
124906,1
118672,1
27919,0
81551,1
98969,2
108582,0
82432,1
9873,1
94570,0
72066,2
61914,0
37387,2
39270,0
30340,0
107026,1
83262,0
50347,1
128383,0
117363,0
94070,0
104505,0
74984,0
49758,0
109625,1
115090,0
114731,0
51603,1
25243,0
82340,0
114919,0
131911,0
6490,1
24576,2
130776,0
112017,0
123320,0
40704,0
82498,0
80812,1
112785,0
77360,0
89669,0
35557,2
31821,0
38590,1
11553,2
61821,1
87137,0
119744,0
29872,2
127016,0
66412,0
130859,0
90326,1
67429,2
65111,0
12619,1
6354,1
102681,1
68275,1
88411,0
56006,0
52791,1
38476,2
111372,1
55697,0
42500,0
54510,0
38687,0
1685,0
47371,0
88104,0
110445,0
26738,2
125368,2
20131,1
123895,0
17586,0
59360,0
10262,0
32846,2
128777,0
99534,0
93243,0
25444,0
116837,0
1165,0
118077,1
80321,0
64537,0
4341,2
1029,1
83111,0
103023,0
29974,0
16087,0
4596,1
23368,0
105723,0
126040,0
26285,0
31358,0
131143,2
38048,1
68249,0
13069,0
46728,0
70344,0
40204,0
121059,2
120289,1
53376,0
7755,1
52971,0
107224,0
23069,1
100600,0
65783,1
54750,1
87885,0
88288,0
117547,0
112758,0
105685,1
108731,0
119156,0
103052,0
48477,0
114708,2
116250,1
29177,0
79722,0
35515,0
72207,2
48744,0
29348,0
57005,0
67895,0
52959,1
84672,0
57841,0
81320,0
126592,0
3753,2
44942,1
48975,0
18680,0
68164,0
111076,0
35121,0
243,2
40048,2
51012,0
100658,0
98534,0
124303,0
11448,1
120023,0
11453,0
35060,0
112213,0
97217,0
68685,1
123733,0
87738,0
114189,0
72841,2
120566,1
71244,0
126062,0
79063,0
45999,0
83670,0
53792,0
86765,0
108919,0
31271,0
44140,1
65349,0
89535,1
54181,1
101520,1
17180,0
107728,0
77741,0
85268,0
31707,0
84092,0
50644,2
28794,0
108139,0
61543,0
32340,0
16996,2
44820,0
87116,0
59499,0
131250,2
56845,0
130849,0
33034,0
111124,0
59599,0
54454,0
75928,0
8367,0
37383,2
59640,0
4564,0
36883,1
9653,1
101173,0
70198,1
46372,0
110552,0
52405,2
52619,1
60134,0
64531,0
44536,0
81322,0
107714,0
126069,1
120428,1
87393,0
50651,0
128632,1
107831,0
12817,0
29456,0
8517,0
48402,1
76831,0
104137,0
114897,0
35672,0
70959,2
64666,0
114161,0
50633,0
43272,0
109048,1
17249,0
9851,2
34042,0
83995,0
58612,1
52696,0
4317,0
66948,0
25081,2
11394,2
127484,0
33803,1
129389,0
29774,0
81511,0
30466,2
60720,0
79695,2
84833,0
130918,0
127556,2
24495,1
15639,1
48506,1
52898,0
43533,2
116520,0
15096,0
81493,0
28529,0
99875,0
126704,0
4211,0
39449,2
108457,0
16719,2
111538,0
23258,0
60580,1
24912,0
37701,0
127649,0
128642,0
18127,0
38544,0
55749,0
67377,0
22196,0
81181,2
96192,0
116192,0
104794,0
69404,0
18668,0
104689,0
23643,2
129967,0
96248,2
97000,0
104347,0
55685,0
48950,2
62997,0
3156,2
123932,0
87130,0
94342,0
14011,0
120086,0
64927,0
57599,0
98781,0
92100,1
7901,0
56012,0
11992,0
57434,0
109282,2
131763,0
53888,0
53035,0
41570,0
130274,0
74115,0
53597,0
9831,2
17989,0
106612,0
116102,0
4713,1
46335,0
69356,0
20712,0
188,0
91218,0
48312,0
130266,0
102566,1
77676,0
56040,0
124450,0
23507,0
3592,0
73088,1
97201,0
52797,0
16790,0
107022,1
43672,0
70302,0
20171,0
94753,0
96324,0
127633,0
16208,0
96655,0
60802,0
114545,1
20585,0
43517,0
86986,0
115196,0
35561,0
88169,0
49421,0
38265,0
82314,0
84442,0
24146,0
107803,0
71256,1
115525,0
24815,0
11627,1
114108,0
35026,1
90597,0
15965,0
16688,1
87423,0
96355,0
13177,0
28167,0
84324,0
51123,0
28744,1
70594,0
114814,0
48707,0
54057,0
6128,0
62831,1
39965,1
88649,0
93355,1
17712,0
110966,0
90228,2
74119,0
118854,0
15704,0
108228,1
6594,1
123907,0
78257,0
118494,0
40862,0
69281,1
73199,0
124210,0
6826,0
62781,2
29377,1
40996,0
51994,0
37113,0
4420,0
79314,0
83738,0
8502,0
48120,0
3806,1
112719,1
60594,0
32366,0
45937,1
90255,1
46838,1
44705,0
73787,0
68514,2
110899,0
73264,0
63844,1
67278,0
102543,0
130912,0
34521,0
108143,0
78104,0
53038,1
46509,0
117520,2
36309,0
46455,2
7282,1
81519,2
82304,0
59780,0
55236,0
36761,0
103477,0
126894,0
52641,0
50685,2
118518,1
29337,0
55596,0
113383,0
88148,0
4030,0
22495,0
73030,0
23456,0
116436,1
5705,0
24111,0
121307,0
112191,0
131021,1
75672,1
102713,0
125673,0
75354,1
119341,0
16193,0
94208,0
56393,2
11985,0
128989,0
96608,0
49165,0
86727,1
17831,0
38414,0
103218,0
85653,1
65451,1
119739,0
12167,1
51380,1
84372,0
21628,1
66058,0
118661,0
114376,2
17949,1
103602,0
53382,2
17856,0
45710,1
16638,1
61378,0
122399,0
53129,0
55020,1
51414,1
58665,0
49489,0
56713,0
6216,0
73141,1
2577,0
1244,0
74363,2
66507,2
51867,2
47208,2
22661,0
31198,0
11899,2
56724,0
120335,1
1193,1
119567,1
118049,0
58408,2
76105,0
36008,0
105150,0
7089,0
119578,0
7216,0
93296,0
78736,0
33743,0
116433,0
108885,0
57684,0
52563,0
15822,1
118402,1
129356,1
103238,0
110873,0
12383,0
80326,0
101740,0
7254,0
15906,1
87461,0
78618,0
43602,1
66626,1
53218,0
44236,0
71049,0
62651,2
29405,1
35732,1
112848,0
85509,0
99641,0
28665,0
114318,0
97988,0
65651,2
24554,0
92718,2
91219,0
112004,0
65688,0
127146,0
117067,0
105009,1
55837,2
121070,0
128075,0
64941,0
90423,1
54995,0
83057,0
77031,0
111499,1
37358,1
83006,0
59985,0
52210,0
31685,0
66200,2
127867,0
9609,1
122731,0
15817,0
109273,1
79918,0
33150,0
99341,0
112012,0
2452,0
84582,0
61845,1
12202,0
19910,2
101284,0
8368,0
67222,0
54536,0
25987,1
116478,0
79082,0
99532,0
70603,1
15803,1
67319,1
20361,0
89310,0
111531,0
121034,0
100424,0
54542,0
122794,1
23810,2
114337,0
96019,2
69237,0
24680,1
95398,0
99044,0
122927,0
110078,0
83952,0
9281,0
19479,0
108587,0
40123,0
91604,0
34918,0
1385,0
45723,0
27635,0
92423,0
30699,0
101010,1
106900,0
112149,2
18332,1
28485,1
125339,0
87336,1
69094,0
114414,0
85349,0
12726,0
88276,1
92030,0
120202,0
34237,0
64602,0
48635,2
61322,0
8421,1
127202,0
55307,0
125674,0
99027,0
94399,0
81543,0
63786,1
130827,0
117013,0
87890,0
107880,0
28187,0
176,2
128247,0
68985,0
117657,0
128677,1
26052,0
29611,1
10304,0
68651,0
12357,0
17954,0
36501,0
13357,0
12916,0
48341,0
61443,0
73654,0
59394,2
30195,0
97990,0
5654,1
72675,1
109781,0
110276,0
131689,1
55807,1
55777,0
69515,0
39060,0
77809,0
92790,0
77043,2
100962,0
88442,0
65830,0
100526,0
24536,0
23869,0
125453,2
84569,0
81012,0
75972,0
56650,1
93013,0
33672,0
11317,0
84190,0
124925,1
125082,0
49790,0
43253,0
53514,0
118443,0
61633,2
88119,2
47858,0
112831,1
37463,0
110346,0
36060,0
18461,0
78990,0
114041,0
125239,2
129866,1
120098,0
126093,0
109570,0
90925,0
1807,1
74761,0
14992,1
109879,0
1758,1
26091,0
36417,0
108899,0
77194,0
88552,2
108292,0
58102,0
47279,1
67208,1
68669,0
9510,1
64815,0
48024,0
27207,0
54588,0
16800,2
6465,1
116801,1
69826,1
28870,1
23031,1
77847,0
8233,0
48536,0
96967,0
123606,0
47581,2
37881,0
100728,0
14538,0
16896,0
65517,0
18581,1
66350,2
8946,0
130789,0
47761,0
85145,1
123425,0
46649,1
102344,0
43187,1
38992,0
105235,0
124089,1
70940,0
57585,0
103680,0
131742,0
117968,0
87562,0
97360,1
95628,1
118785,0
80107,0
61822,0
28348,0
17033,2
105476,0
3118,0
43282,0
1936,0
106584,0
24446,0
47206,2
31013,0
49930,0
13381,2
128647,0
63188,0
7555,0
104975,2
89888,0
78171,2
38802,1
45197,0
42184,0
73560,0
85092,1
75457,0
54747,0
76848,0
55769,0
73453,0
80791,0
4310,0
40066,0
12867,0
124752,0
119871,0
92710,0
106627,0
130792,0
88438,0
79366,0
97546,0
2812,1
18178,1
17761,0
117463,1
118282,0
120820,0
126322,0
34318,1
73520,0
5917,0
45719,0
110575,0
108951,2
115162,0
108474,0
55180,0
130044,0
107956,0
70744,0
43775,0
77895,0
131040,0
126754,0
15810,2
95036,0
115663,0
86732,0
110805,0
27704,0
68283,0
84296,0
76878,0
69463,0
104556,0
49775,0
84633,2
108172,0
17028,2
42958,0
104896,0
9611,0
13558,0
44456,0
16615,0
27269,2
937,1
95013,0
112679,1
69954,1
63989,0
92567,0
72162,0
96523,0
6323,0
24948,1
35289,0
48674,1
124744,0
101717,0
129947,0
105732,0
94968,1
55992,0
122225,1
81191,0
127675,0
59710,2
128676,0
115624,1
109401,0
57060,0
46265,0
16866,2
95641,0
128072,0
76028,0
46471,0
103905,0
123531,0
104947,0
83908,0
95652,0
128747,2
29269,0
95478,0
92013,0
15134,1
58668,0
33060,2
2203,0
93476,0
17624,2
105919,0
69066,2
128109,0
58963,0
40618,2
44469,0
40775,1
113229,0
28729,1
50973,2
90934,1
58814,1
74311,2
18830,2
38175,0
12595,1
83085,0
117969,0
55108,0
38672,0
73322,1
78135,1
29541,0
25652,0
53761,0
89706,2
45297,0
47534,0
82754,2
9268,0
68065,0
101571,0
17746,0
19787,2
67912,0
44245,0
93737,0
8125,1
123120,0
15224,0
46916,0
124275,0
10379,2
126087,0
11392,0
54068,0
49077,1
118881,0
33299,0
29413,0
126717,0
50850,2
119399,1
9557,1
68401,0
5480,0
7916,1
60624,0
115557,1
21221,0
75340,0
112242,0
121745,1
42108,0
21087,0
20803,1
84354,0
66732,0
57654,0
37102,1
76151,1
95419,1
58281,1
19406,0
49057,0
10727,1
118068,0
72613,1
89788,0
28967,0
19995,0
71190,1
79917,0
124142,0
82910,0
117318,0
127461,0
40141,0
59863,0
19432,0
76234,0
28766,0
116460,0
48691,0
89913,1
75446,0
42856,1
92883,0
12329,0
96771,0
92998,0
92143,0
87576,2
42085,0
27562,0
8761,0
56259,0
126113,0
11201,0
21921,2
94642,1
46975,2
92694,0
101197,0
105287,0
118473,0
88531,0
93545,0
25373,0
89635,0
118697,0
94685,0
97877,2
11860,1
24262,2
17334,0
43610,0
97030,0
61864,0
104097,0
126858,0
105141,0
126967,1
98541,0
117673,0
100891,1
89785,0
65865,0
15783,1
40200,1
107687,0
121729,0
111713,0
5678,0
124216,0
21007,1
4304,0
11333,2
82735,0
4466,0
76772,2
49268,1
122187,0
13817,1
130915,2
42551,0
56777,0
117625,2
118038,0
105684,0
123758,0
76915,0
1060,0
45947,0
56928,0
28742,0
78320,0
84074,0
3499,0
82517,0
12788,1
40164,0
56403,2
58257,2
88045,0
101088,1
7850,1
124311,0
49481,0
11483,0
64748,0
107942,0
15853,0
51270,0
57250,0
54716,0
51984,0
112643,0
5142,0
66055,2
39772,0
121649,0
124569,0
65389,0
84517,0
68183,0
80202,1
16012,1
105381,1
89005,0
83728,0
122486,1
70452,0
105572,0
106722,1
10748,1
110058,0
95010,0
54036,1
23832,0
23520,0
30044,0
101200,1
117608,0
22423,2
83557,1
24829,0
31131,0
16674,2
92039,0
59688,0
34812,1
82476,0
130323,2
80991,0
49881,0
68674,0
100124,0
33722,1
83659,1
7909,1
97870,1
129835,0
18582,0
48289,0
119911,0
25551,1
67635,0
44030,0
82959,0
54047,0
15988,0
32895,0
33100,0
98718,0
69728,0
77466,0
102541,0
44130,0
120561,2
21101,0
57605,0
35724,1
253,1
98026,0
21050,0
4458,2
105262,0
9345,0
66045,0
46689,1
127218,1
73821,0
15024,0
39120,0
22046,0
77784,0
80045,1
122845,1
789,1
72342,0
114674,0
105373,0
22798,0
19026,1
93171,0
23097,2
104472,0
21983,2
21444,0
35746,0
124572,0
34307,1
79933,0
18785,1
37513,0
97558,0
89472,0
124926,0
45142,0
52116,1
113152,1
89810,0
54578,0
100342,0
90217,1
26398,0
126576,0
73020,1
83122,0
9081,2
26180,2
32752,0
116045,0
96996,0
102994,0
116429,0
122666,0
80080,1
16219,0
68643,0
14916,0
4955,0
44769,0
115818,0
98882,0
68165,0
64613,1
6166,0
88780,0
28893,0
96102,1
114052,0
21872,1
125088,0
122011,1
113385,0
64446,0
70799,0
84785,0
17060,0
128573,2
21090,2
37461,0
88635,0
20014,1
125978,1
11440,2
72953,0
58085,0
63508,1
121483,1
112072,0
28268,0
45181,1
91907,2
57639,0
22741,1
63637,0
101625,0
89500,1
130980,0
103289,0
14278,1
84613,0
13987,0
4490,0
125075,0
55354,1
82548,1
20543,0
86473,0
26049,0
23260,0
19002,0
39686,0
22555,0
77153,0
13113,0
89069,1
28250,0
70482,1
30784,0
67322,0
77231,0
91552,0
31971,0
14557,0
70205,0
56316,2
94271,0
105987,0
55145,0
82209,0
117079,1
78829,0
49641,0
119335,0
64684,1
95470,0
129459,0
1040,0
49967,0
98926,0
23637,1
101035,2
12691,1
35239,1
121535,0
60831,0
80320,1
77118,0
78497,0
63664,0
12037,0
37109,0
73917,1
68516,0
89082,2
115735,0
30968,0
126384,0
127109,0
118684,0
129390,1
113745,0
16402,0
31184,0
5989,0
85031,2
51285,2
101622,0
116200,1
56614,0
80272,2
27850,0
479,2
82467,0
97233,2
14791,2
85046,1
110493,0
81072,0
89508,1
70513,0
111440,0
91631,0
27277,0
64228,0
129048,0
23879,0
57028,0
91760,0
46050,2
55657,0
115497,0
51411,0
60431,0
52996,0
22926,0
21272,0
111803,0
99091,1
65883,1
54064,0
31827,0
127156,0
41456,0
121678,0
32958,0
34665,2
37823,0
15608,0
119948,0
16420,0
15501,2
15401,0
36262,2
94400,1
97501,1
44792,0
75058,1
107986,0
74562,0
35835,1
85497,0
25741,1
11185,0
21833,2
1419,2
72345,2
112383,0
52882,0
1358,1
13444,0
67683,0
127671,0
89393,0
90342,1
103687,0
6126,0
103086,0
67780,1
65029,1
75741,0
30204,0
121804,0
7331,1
66873,0
116575,0
100854,0
82317,0
35985,1
17631,0
49931,0
111789,2
105974,0
41824,0
39235,1
105094,1
74230,2
32980,1
125633,0
110908,1
45586,0
83336,0
33994,1
11918,1
99658,0
924,0
34687,1
112086,0
86681,0
83423,0
127379,0
116484,1
116637,1
49436,0
4401,1
49710,0
56863,0
4610,2
113542,0
114421,0
28110,0
52371,0
69305,0
67712,0
48206,1
13590,0
43878,0
122988,0
9541,2
56683,0
99689,0
14200,0
54857,0
10338,1
26969,0
98914,0
59458,0
23953,0
70700,1
94454,1
110246,0
114852,1
34059,0
72664,1
58825,0
66726,0
40181,1
45477,0
77721,1
68214,0
35857,0
11875,2
112305,1
126774,0
74320,0
20056,0
107340,0
130386,0
125915,1
70253,0
7761,2
64335,1
73991,0
63207,0
26674,0
40698,2
75954,1
41912,0
128869,2
23303,1
91205,0
2946,1
48849,0
26499,1
87876,0
89860,0
109692,0
119794,0
32810,2
103450,0
86432,0
67296,1
16524,0
21301,0
65193,0
1611,0
107751,0
100162,0
8640,1
19254,0
23752,1
36513,1
21773,0
99315,0
48423,0
89164,0
118315,2
14298,0
108579,0
67200,0
38440,0
50797,0
19761,0
8096,1
91100,2
71323,0
24810,0
121763,1
46084,0
121077,0
22131,0
17918,0
37545,0
46123,0
43043,0
20817,0
39810,2
115531,1
31562,0
123121,2
11140,0
2976,1
126936,0
73185,1
102981,0
50849,0
14674,2
111107,0
21445,0
65870,0
55087,0
1990,0
31709,0
70160,0
131679,0
57342,0
40568,0
88943,1
83441,0
34543,0
85846,0
54041,1
125308,1
44669,1
118017,0
11916,0
46207,0
45409,0
30538,0
67380,0
59436,2
66008,0
5551,0
71152,0
19839,0
109172,0
26964,0
47274,1
14181,0
50841,1
18783,0
1337,1
57094,2
34788,2
66166,0
64485,0
121697,0
94624,1
39378,0
123369,0
96976,0
85129,0
7237,1
1666,0
127511,2
43100,2
75421,0
118238,0
70297,1
99429,0
40226,0
34041,0
130815,0
94669,0
116604,0
86069,1
82750,0
40457,1
57241,0
80042,1
38947,0
101207,0
86840,0
38853,0
8004,0
54079,0
110112,1
126424,1
24509,0
3532,2
29634,2
67179,0
110913,0
175,0
34862,0
94222,0
11462,1
78302,1
97110,0
79950,1
116527,0
49075,0
6145,2
106583,2
24946,0
40987,0
113975,0
22096,0
37494,0
22314,0
117747,1
36152,2
51663,2
5257,2
101780,0
114276,2
90074,0
22173,2
59507,0
21737,0
289,0
16295,0
59442,1
99698,1
93691,0
36688,0
51235,0
106813,0
120590,0
54333,0
30533,0
45975,0
90655,2
18234,0
38763,0
54877,0
70898,1
131136,0
72590,0
9501,0
35994,0
12190,1
56533,0
101256,1
116036,0
42140,0
11564,0
85249,0
122360,1
81084,2
89867,0
15195,0
62788,0
100780,0
56993,0
115321,2
130434,0
128532,0
67025,2
9836,1
111041,2
107557,1
5398,0
79821,0
123928,0
7027,0
47566,0
30316,2
16636,0
85004,0
81375,0
49465,0
6002,0
53224,0
97203,2
56286,0
10666,0
106293,0
58049,0
93201,0
131834,0
34254,0
92943,0
69213,1
49467,0
71223,0
111399,0
51116,1
40083,0
122181,2
87436,1
4735,0
84773,0
32103,0
126525,0
108239,0
111035,2
90358,2
59184,0
99061,0
66236,1
13325,0
54387,1
76204,0
33276,1
81262,0
39911,0
34845,0
102709,0
107433,0
10684,0
115204,0
51609,0
18382,1
95929,0
59970,2
7915,2
40134,1
1304,1
109567,0
84805,0
122933,0
41102,0
70092,0
121206,1
104891,0
8330,0
78557,1
118329,1
111631,1
114273,0
104409,2
18946,0
91028,0
122853,0
28276,0
79433,1
109774,0
84015,0
23104,0
130838,0
74686,0
73746,0
71680,0
69854,0
4265,2
19123,0
24159,0
11269,0
89289,1
49142,0
86964,0
11420,0
104002,0
100928,0
57494,0
65950,0
57112,0
104821,1
121521,0
102828,2
24695,0
128381,0
62721,0
76804,0
59714,0
72673,0
35186,0
27891,0
33553,0
18847,0
57890,0
130538,0
73961,0
80977,0
28023,2
41185,0
62520,0
106975,0
72833,1
103791,2
42819,0
67397,0
74780,0
17344,0
30840,0
4418,0
36558,0
124038,2
14896,0
78006,0
24999,0
30971,0
29732,0
2811,0
113590,0
111590,0
55766,0
38072,1
94840,0
58041,0
119573,0
81064,0
92668,1
14191,2
44940,2
32141,0
94810,0
53688,0
83342,0
112218,0
1023,0
41774,1
43040,0
72381,0
50628,1
42968,1
24974,0
120936,0
55142,0
94414,1
20572,0
3095,1
124699,0
45993,2
25154,0
97567,1
57916,0
94704,0
91089,1
118170,1
43096,0
57449,0
33243,0
115564,2
6342,2
128514,1
29402,1
109523,0
29948,0
113461,0
9970,0
28996,1
76911,0
61293,0
1090,0
13821,0
84235,1
74263,0
70866,0
54574,0
70879,0
98624,0
41583,0
53378,0
350,0
89839,2
109262,1
85189,2
17018,0
7711,0
38857,0
55074,0
66616,0
62300,0
70520,0
31865,0
34406,1
21039,0
94973,2
125458,1
130360,2
71580,0
86556,2
76498,2
6251,0
17527,1
48462,1
65235,0
25821,2
121421,0
116650,0
49045,0
117622,0
70892,0
64029,0
6659,0
10921,0
53696,0
117647,1
23414,0
102254,0
61189,1
20890,0
34689,0
22361,0
111974,0
19520,2
66582,0
846,2
79996,0
3824,0
47231,2
58579,1
60514,0
77293,0
131843,0
129821,0
123191,0
54665,1
58789,0
108876,1
99894,2
13769,0
97125,2
62048,1
7762,0
89266,2
9527,0
48262,1
59979,1
70299,0
85172,1
70736,0
90237,0
62196,1
84656,2
25247,2
23234,0
41474,1
66043,0
130428,0
27425,0
122010,0
120105,2
97717,1
83229,0
102499,1
73433,0
41308,0
115486,0
34885,2
105828,0
81664,0
44212,0
12083,0
100736,1
20689,1
23701,1
106892,0
116505,0
130802,0
39459,2
63712,0
34810,0
99411,0
39636,0
89486,1
112850,0
41271,1
53607,0
44682,2
67608,0
84304,1
131440,0
27909,1
49150,1
33241,0
93564,0
98242,0
67111,0
26126,2
100767,0
44453,0
33435,0
2646,0
22835,0
121689,0
44781,0
113967,1
66399,0
129024,2
128126,0
